Aircraft,Make,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
BOEING 727-200,BOEING,1985-04-16,0.0,0.0,0.0,129.0
BOEING 727-200,BOEING,1985-10-24,0.0,0.0,0.0,90.0
BOEING 727-200,BOEING,1986-08-09,0.0,0.0,0.0,94.0
BOEING 727-200,BOEING,1986-10-14,0.0,0.0,0.0,43.0
BOEING 727-200,BOEING,1987-03-19,0.0,0.0,2.0,57.0
BOEING 727-200,BOEING,1987-08-02,0.0,0.0,0.0,408.0
BOEING 727-200,BOEING,1987-09-17,0.0,0.0,0.0,70.0
BOEING 727-200,BOEING,1987-12-26,0.0,0.0,0.0,200.0
BOEING 727-200,BOEING,1988-06-12,0.0,0.0,7.0,81.0
BOEING 727-200,BOEING,1988-09-09,0.0,0.0,0.0,71.0
BOEING 727-200,BOEING,1988-09-21,0.0,0.0,4.0,84.0
BOEING 727-200,BOEING,1988-10-17,0.0,0.0,0.0,131.0
BOEING 727-200,BOEING,1989-03-21,0.0,0.0,0.0,261.0
BOEING 727-200,BOEING,1990-11-16,0.0,0.0,0.0,0.0
BOEING 727-200,BOEING,1991-01-25,0.0,0.0,0.0,92.0
BOEING 727-200,BOEING,1992-07-02,0.0,0.0,0.0,136.0
BOEING 727-200,BOEING,1992-10-01,0.0,0.0,0.0,5.0
BOEING 727-200,BOEING,1993-02-11,0.0,0.0,0.0,67.0
BOEING 727-200,BOEING,1993-03-09,0.0,0.0,0.0,45.0
BOEING 727-200,BOEING,1995-03-16,0.0,0.0,5.0,132.0
BOEING 727-200,BOEING,1998-04-20,52.0,52.0,0.0,0.0
BOEING 727-200,BOEING,1998-08-31,0.0,0.0,0.0,5.0
BOEING 727-200,BOEING,1998-10-02,0.0,0.0,0.0,3.0
BOEING 727-200,BOEING,1999-01-13,0.0,0.0,0.0,160.0
BOEING 727-200,BOEING,1999-03-10,0.0,0.0,0.0,96.0
BOEING 727-200,BOEING,1999-08-23,0.0,0.0,0.0,171.0
BOEING 727-200,BOEING,2000-07-28,0.0,0.0,14.0,53.0
BOEING 727-200,BOEING,2001-01-09,0.0,0.0,0.0,144.0
BOEING 727-200,BOEING,2001-03-23,0.0,0.0,0.0,127.0
BOEING 727-200,BOEING,2001-08-02,0.0,0.0,1.0,136.0
BOEING 727-200,BOEING,2002-01-02,0.0,0.0,0.0,3.0
BOEING 727-200,BOEING,2005-06-12,0.0,0.0,0.0,155.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1992-08-02,0.0,0.0,0.0,149.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1992-09-16,0.0,0.0,0.0,8.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1993-04-06,2.0,2.0,96.0,97.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1993-04-30,0.0,0.0,0.0,277.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1994-06-29,0.0,0.0,15.0,80.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1994-10-13,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1995-04-02,0.0,0.0,33.0,74.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1996-01-23,0.0,0.0,0.0,459.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1996-05-25,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1996-07-13,0.0,0.0,3.0,176.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1996-11-06,0.0,0.0,0.0,282.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1996-11-07,0.0,0.0,0.0,209.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1997-06-08,0.0,0.0,9.0,167.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1997-06-21,0.0,0.0,0.0,308.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1997-07-31,0.0,0.0,5.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1997-10-24,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-06-14,0.0,0.0,7.0,252.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-09-10,0.0,0.0,9.0,129.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-11-08,0.0,0.0,0.0,4.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-11-11,0.0,0.0,0.0,124.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-11-27,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1998-12-25,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1999-04-15,3.0,3.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1999-06-30,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1999-08-08,0.0,0.0,0.0,191.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1999-08-23,0.0,0.0,200.0,117.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,1999-09-18,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2000-09-29,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2000-11-25,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2001-11-20,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2002-03-17,0.0,0.0,0.0,149.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2002-03-31,0.0,0.0,11.0,229.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2002-06-03,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2003-01-15,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2004-01-26,0.0,0.0,0.0,193.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2005-04-26,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2005-04-28,0.0,0.0,0.0,201.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2006-09-14,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,2006-11-07,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1982-07-16,0.0,0.0,19.0,142.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1983-06-04,0.0,0.0,0.0,240.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1983-10-12,0.0,0.0,13.0,78.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1983-12-07,0.0,0.0,0.0,160.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1984-06-10,0.0,0.0,0.0,212.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1984-09-15,0.0,0.0,0.0,3.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1984-12-12,0.0,0.0,0.0,189.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1985-05-28,0.0,0.0,0.0,212.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1985-06-27,0.0,0.0,29.0,238.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1985-08-07,0.0,0.0,0.0,195.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1985-09-03,0.0,0.0,1.0,188.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1985-09-08,0.0,0.0,1.0,175.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1986-01-02,0.0,0.0,0.0,236.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1986-05-07,0.0,0.0,4.0,270.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1986-10-05,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1986-11-07,0.0,0.0,3.0,119.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-03-25,0.0,0.0,5.0,171.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-03-26,0.0,0.0,0.0,173.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-06-06,0.0,0.0,0.0,234.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-08-02,0.0,0.0,0.0,408.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-10-28,0.0,0.0,0.0,228.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1987-11-21,0.0,0.0,0.0,94.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1988-09-12,0.0,0.0,1.0,206.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1989-07-18,0.0,0.0,0.0,250.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1989-07-19,111.0,111.0,125.0,13.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1990-01-20,0.0,0.0,45.0,100.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1990-08-03,0.0,0.0,0.0,282.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1991-07-13,0.0,0.0,12.0,215.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1991-10-28,0.0,0.0,0.0,179.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1992-03-03,0.0,0.0,0.0,200.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1995-06-26,0.0,0.0,17.0,100.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1998-03-24,0.0,0.0,0.0,299.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,1998-05-21,0.0,0.0,5.0,289.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,2000-12-23,0.0,0.0,0.0,139.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,2002-08-10,0.0,0.0,0.0,4.0
MCDONNELL DOUGLAS DC-10-10,MCDONNELL DOUGLAS,2003-10-12,0.0,0.0,0.0,7.0
AIRBUS A330,AIRBUS,2006-05-28,0.0,0.0,0.0,221.0
AIRBUS A330,AIRBUS,2007-07-23,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2008-10-07,0.0,0.0,22.0,293.0
AIRBUS A330,AIRBUS,2009-05-22,0.0,0.0,0.0,176.0
AIRBUS A330,AIRBUS,2009-06-01,228.0,228.0,0.0,0.0
AIRBUS A330,AIRBUS,2009-10-28,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2010-04-13,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2010-05-12,103.0,103.0,1.0,0.0
AIRBUS A330,AIRBUS,2010-06-15,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2011-05-26,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2012-08-10,0.0,0.0,0.0,270.0
AIRBUS A330,AIRBUS,2012-10-10,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2012-12-20,0.0,0.0,0.0,257.0
AIRBUS A330,AIRBUS,2013-05-01,0.0,0.0,0.0,290.0
AIRBUS A330,AIRBUS,2015-08-22,0.0,0.0,1.0,199.0
AIRBUS A330,AIRBUS,2016-09-11,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2017-09-22,0.0,0.0,0.0,189.0
AIRBUS A330,AIRBUS,2018-01-18,0.0,0.0,0.0,255.0
AIRBUS A330,AIRBUS,2018-02-01,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2018-02-13,0.0,0.0,0.0,135.0
AIRBUS A330,AIRBUS,2018-04-14,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2018-06-29,0.0,0.0,0.0,300.0
AIRBUS A330,AIRBUS,2018-07-23,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2018-10-31,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2018-12-11,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2019-05-13,0.0,0.0,0.0,244.0
AIRBUS A330,AIRBUS,2019-05-30,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2019-07-22,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2019-08-27,0.0,0.0,0.0,162.0
AIRBUS A330,AIRBUS,2020-10-01,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2020-12-28,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2021-05-04,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2022-06-18,0.0,0.0,0.0,0.0
AIRBUS A330,AIRBUS,2022-10-23,0.0,0.0,0.0,173.0
BOEING 737-800,BOEING,1998-06-27,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2001-03-17,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2002-06-19,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2003-08-16,0.0,0.0,2.0,132.0
BOEING 737-800,BOEING,2003-12-07,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2004-10-11,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2005-11-19,0.0,0.0,0.0,127.0
BOEING 737-800,BOEING,2006-09-29,154.0,154.0,0.0,7.0
BOEING 737-800,BOEING,2007-05-13,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2007-08-20,0.0,0.0,0.0,165.0
BOEING 737-800,BOEING,2007-09-20,0.0,0.0,0.0,2.0
BOEING 737-800,BOEING,2007-10-28,0.0,0.0,0.0,122.0
BOEING 737-800,BOEING,2008-03-21,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2012-01-07,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2012-05-17,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2012-09-07,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2013-05-31,0.0,0.0,0.0,130.0
BOEING 737-800,BOEING,2013-06-10,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2013-06-15,0.0,0.0,0.0,161.0
BOEING 737-800,BOEING,2013-07-18,0.0,0.0,1.0,134.0
BOEING 737-800,BOEING,2014-03-09,0.0,0.0,1.0,5.0
BOEING 737-800,BOEING,2014-04-04,0.0,0.0,0.0,195.0
BOEING 737-800,BOEING,2014-05-11,0.0,0.0,0.0,163.0
BOEING 737-800,BOEING,2014-07-29,0.0,0.0,0.0,177.0
BOEING 737-800,BOEING,2014-09-29,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2014-12-17,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2015-07-05,0.0,0.0,0.0,82.0
BOEING 737-800,BOEING,2021-10-13,0.0,0.0,0.0,4.0
BOEING 737-800,BOEING,2022-01-22,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2022-04-03,0.0,0.0,0.0,0.0
BOEING 737-800,BOEING,2022-07-30,0.0,0.0,0.0,175.0
BOEING 737-800,BOEING,2022-11-26,0.0,0.0,0.0,186.0
BOEING 737-800,BOEING,2022-12-05,0.0,0.0,0.0,102.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1983-09-27,0.0,0.0,0.0,79.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1984-02-17,0.0,0.0,0.0,98.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1987-03-23,0.0,0.0,0.0,114.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1987-05-29,0.0,0.0,0.0,83.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1987-08-16,156.0,156.0,4.0,0.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1987-10-09,0.0,0.0,0.0,79.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1987-11-01,0.0,0.0,0.0,226.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1988-01-27,0.0,0.0,0.0,81.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1989-03-01,0.0,0.0,0.0,185.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1989-03-01,0.0,0.0,0.0,185.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1989-05-02,0.0,0.0,0.0,96.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1989-12-11,0.0,0.0,0.0,149.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1991-09-23,0.0,0.0,0.0,80.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1991-12-23,0.0,0.0,0.0,315.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1992-10-12,0.0,0.0,0.0,88.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1993-04-26,0.0,0.0,0.0,90.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1993-04-27,0.0,0.0,2.0,119.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1993-06-18,0.0,0.0,0.0,133.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1993-09-02,0.0,0.0,0.0,108.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1994-11-22,2.0,2.0,0.0,140.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1997-03-05,0.0,0.0,3.0,106.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,1997-10-01,0.0,0.0,3.0,91.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2000-11-29,0.0,0.0,0.0,66.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2001-11-30,0.0,0.0,0.0,89.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2002-06-16,0.0,0.0,0.0,123.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2003-09-02,0.0,0.0,0.0,138.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2004-07-15,0.0,0.0,0.0,29.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2004-09-16,0.0,0.0,0.0,112.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2004-11-21,0.0,0.0,0.0,106.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2005-05-28,0.0,0.0,0.0,114.0
MCDONNELL DOUGLAS DC-9-82,MCDONNELL DOUGLAS,2006-03-21,0.0,0.0,0.0,138.0
BOEING 737-400,BOEING,1989-08-02,0.0,0.0,0.0,106.0
BOEING 737-400,BOEING,1989-09-20,2.0,2.0,18.0,40.0
BOEING 737-400,BOEING,1994-07-01,0.0,0.0,0.0,63.0
BOEING 737-400,BOEING,1994-09-19,0.0,0.0,0.0,131.0
BOEING 737-400,BOEING,1994-12-29,54.0,54.0,0.0,0.0
BOEING 737-400,BOEING,1995-04-13,0.0,0.0,0.0,147.0
BOEING 737-400,BOEING,1995-09-26,0.0,0.0,3.0,162.0
BOEING 737-400,BOEING,1996-12-22,0.0,0.0,1.0,39.0
BOEING 737-400,BOEING,1997-01-18,0.0,0.0,0.0,156.0
BOEING 737-400,BOEING,1998-07-02,0.0,0.0,0.0,5.0
BOEING 737-400,BOEING,1998-08-14,0.0,0.0,0.0,145.0
BOEING 737-400,BOEING,1999-04-07,6.0,6.0,0.0,0.0
BOEING 737-400,BOEING,1999-11-02,0.0,0.0,0.0,58.0
BOEING 737-400,BOEING,1999-11-11,0.0,0.0,0.0,145.0
BOEING 737-400,BOEING,2000-04-18,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2001-03-03,1.0,1.0,3.0,0.0
BOEING 737-400,BOEING,2003-02-01,0.0,0.0,0.0,101.0
BOEING 737-400,BOEING,2003-10-06,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2005-05-31,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2005-11-09,0.0,0.0,0.0,2.0
BOEING 737-400,BOEING,2006-08-31,0.0,0.0,0.0,118.0
BOEING 737-400,BOEING,2006-12-28,0.0,0.0,0.0,2.0
BOEING 737-400,BOEING,2007-01-01,102.0,102.0,0.0,0.0
BOEING 737-400,BOEING,2007-02-17,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2008-01-03,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2008-03-10,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2013-11-10,0.0,0.0,0.0,166.0
BOEING 737-400,BOEING,2014-05-08,0.0,0.0,0.0,125.0
BOEING 737-400,BOEING,2014-05-09,0.0,0.0,0.0,0.0
BOEING 737-400,BOEING,2014-11-07,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,1989-12-15,0.0,0.0,0.0,245.0
BOEING 747-400,BOEING,1991-06-16,0.0,0.0,5.0,272.0
BOEING 747-400,BOEING,1994-02-12,0.0,0.0,0.0,408.0
BOEING 747-400,BOEING,1997-04-12,0.0,0.0,0.0,4.0
BOEING 747-400,BOEING,1997-05-14,0.0,0.0,0.0,573.0
BOEING 747-400,BOEING,1998-07-31,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,1998-08-05,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,1998-11-11,0.0,0.0,1.0,249.0
BOEING 747-400,BOEING,1998-11-28,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,1998-11-30,0.0,0.0,1.0,4.0
BOEING 747-400,BOEING,1999-09-23,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2000-10-31,83.0,83.0,32.0,25.0
BOEING 747-400,BOEING,2002-04-01,0.0,0.0,0.0,213.0
BOEING 747-400,BOEING,2002-10-09,0.0,0.0,0.0,404.0
BOEING 747-400,BOEING,2003-03-12,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2004-08-31,0.0,0.0,1.0,558.0
BOEING 747-400,BOEING,2005-02-20,0.0,0.0,0.0,370.0
BOEING 747-400,BOEING,2005-12-19,0.0,0.0,0.0,273.0
BOEING 747-400,BOEING,2006-04-23,0.0,0.0,0.0,401.0
BOEING 747-400,BOEING,2006-10-31,0.0,0.0,0.0,312.0
BOEING 747-400,BOEING,2007-06-29,0.0,0.0,0.0,237.0
BOEING 747-400,BOEING,2008-01-07,0.0,0.0,0.0,334.0
BOEING 747-400,BOEING,2008-03-25,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2008-07-25,0.0,0.0,0.0,365.0
BOEING 747-400,BOEING,2012-07-05,0.0,0.0,1.0,193.0
BOEING 747-400,BOEING,2012-08-17,0.0,0.0,0.0,362.0
BOEING 747-400,BOEING,2012-08-20,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2013-04-22,0.0,0.0,0.0,146.0
BOEING 747-400,BOEING,2013-06-09,0.0,0.0,0.0,312.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1991-09-28,0.0,0.0,0.0,126.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1994-03-02,0.0,0.0,30.0,86.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1994-08-19,0.0,0.0,6.0,113.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1995-04-19,0.0,0.0,0.0,57.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1996-06-03,0.0,0.0,9.0,59.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1996-11-23,0.0,0.0,3.0,116.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-02-17,0.0,0.0,0.0,147.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-04-27,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-04-28,0.0,0.0,0.0,123.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-01-28,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-02-05,0.0,0.0,0.0,138.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-06-01,11.0,11.0,65.0,24.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2000-04-01,0.0,0.0,0.0,145.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2000-07-11,0.0,0.0,0.0,107.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2001-06-25,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-03-17,0.0,0.0,0.0,149.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-06-04,0.0,0.0,0.0,111.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-11-06,0.0,0.0,0.0,75.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-11-09,0.0,0.0,6.0,72.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2003-08-03,0.0,0.0,0.0,133.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-08-24,0.0,0.0,0.0,100.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-09-26,0.0,0.0,0.0,131.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-11-30,25.0,25.0,84.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-12-20,0.0,0.0,0.0,87.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2005-02-02,0.0,0.0,0.0,153.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2005-05-12,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2010-01-03,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2013-01-30,0.0,0.0,0.0,0.0
BOEING 727,BOEING,1982-09-02,0.0,0.0,1.0,128.0
BOEING 727,BOEING,1983-01-07,0.0,0.0,0.0,36.0
BOEING 727,BOEING,1984-05-17,0.0,0.0,12.0,125.0
BOEING 727,BOEING,1985-06-23,0.0,0.0,2.0,71.0
BOEING 727,BOEING,1986-03-16,0.0,0.0,0.0,140.0
BOEING 727,BOEING,1986-11-10,0.0,0.0,0.0,201.0
BOEING 727,BOEING,1987-03-10,0.0,0.0,0.0,104.0
