Make,Model,per.Accident.Uninjured,per.A.Minor.Injuries,per.A.Serious.Injuries,per.Accident.Deaths,Aircraft.Accidents,Aircraft.Observations,per.Accident.Severity,Total.Severity,Total.Aircraft.Deaths,Accident.Rate,Mortality.Rate,Survival.Rate
CONRAD,PULSAR 582,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED AERO,LA-4-200,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CLOUD-WAG AERO,SPORTSMEN,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED AERONAUTICS,LAKE LA4-200,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED AERONAUTICS INC.,LA-4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED AERONAUTICS INC.,LAKE LA 4 200,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED AERONAUTICS INC.,PBY-5A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKSILVER,SPORT IIS,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE-MYERS,Q2,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONVAIR,340/440,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKSILVER,2S SPORT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONVAIR,340-71,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED VULTEE,BT 15,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKSILVER,SPORT 2S R582,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONVAIR,240-53,2.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
CONTINENTAL COPTERS INC,47G,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSTRUCCIONES AERONAUTICAS SA,C-212-CC,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COMMANDER AIRCRAFT CO,114,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COMMANDER,AC-680,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COTE JAMES,RANS S 6S,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COMEAUX,KITFOX 1,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL BIELSKO,SZD51,2.0,0.0,1.0,1.0,1,1,8.0,8.0,1.0,1.0,0.25,0.75
CO-Z DEVELOPMENT CORP,COZY MARK IV,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAMSAY,LANCAIR IV-P,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CREED,LANCAIR 235,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CODY HAWKINS,JA30 SUPERSTOL,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COELHO,RV4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COHEN,VAN'S RV-6,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RALPH TAYLOR,ROYAL T,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RALPH SANDERS,MURPHY ACFT ELITE,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL WARZAWA-CNPSL,PZL-104 WILGA 35A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL WARZAWA-OKECIE,PZL-104 WILGA 35A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RALPH C KIMBALL,SEA REY,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CRAWFORD JAMES R,MU-582 DRIFTER,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CRAWFORD,RV-7,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COLEMAN,LANCAIR IV P,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CRAIG D CARTER,STOL CH 750,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RALLISON,ROTORWAY 162F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAINBOW SKY REACH,BUSHCAT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAGONESE TIM,VELOCITY,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COLUMBIA,LC41-550FG,2.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
PZL-BIELSKO,SZD-50-3,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL-MIELEC,104-80,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL-OKECIE,PZL-104 WILGA 80,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RADFORD DARREL F,CHRISTEN EAGLE II,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COLUMBIA,XJ-7,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COLUMBIA AIRCRAFT MFG,LC42 550FG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COLUMBIA AIRCRAFT MFG.,LC41-550FG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
R.M. BISHOP,AERO SPEC 2150,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
COMBS DALE B,RV-4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CUNNINGHAM,PIETENPOL AIRCAMPER,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHARLES,WAR F4V,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAYAN,NAV-4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-41B (R-172E),2.0,2.0,0.0,0.0,1,1,2.0,2.0,0.0,1.0,0.0,1.0
CESSNA,LC42-550FG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RICHARD SILVA,SEAWIND,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,O337F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
LEE,SQ 2000,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,P210N II,2.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
CESSNA,R-172-K,2.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
CESSNA,R172-K,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-206,2.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,1.0,0.0,1.0
RHOADS,AUTOGYRO MTO SPORT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-210-L,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-210-N,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-337-D,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REVELL,MIDGET MUSTANG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-337E,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T-R182RG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,S-150,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DE HAVILLAND,DH-114,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T206F,2.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
CESSNA,T210 - L,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T210C,2.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T210NII,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T21OL,2.0,0.0,2.0,2.0,3,3,16.0,48.0,6.0,1.0,0.3333333333333333,0.6666666666666667
REMOS AIRCRAFT GMBH,G 3/600,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T21OM,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REMOS,G-3/6000,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REMOS,G-3/600,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,T303A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REINDL,QUICKIE 2,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL DOO AJDOVSCINA,VIRUS,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,L-19A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL D O O,VIRUS SW,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RIDGE LOWELL H,JABIRU J230,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER-HARRIS,J3C-65,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DE HAVILLAND,DH82A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBIN,DR-400,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C-195,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DE HAVILLAND,DH-82C TIGERMOTH,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER/WALLY'S FLYERS INC,J3C-65,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C-210G,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DE HAVILLAND,DH-82 TIGER MOTH,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C-425,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C-A185F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C140,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT M. JONES,ZENITH CH 701,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT J. LABONTE,DEFIANT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT J REIMBOLD,ZENITH CH 750,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C180A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT FRISBEY,RV4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT FITTS,FITTS CUB,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C190,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C195A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,C340A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,CE-180,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROACH NEIL,GLASAIR SU,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RJB AVIATION,SKYBOLT A-1,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RITTER JOHN I,S D S C,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,CE-550,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,CITATION 510,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,CITATION 525,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL,VIRUS,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,CITATION 560,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DE HAVILLAND,BEAVER DHC-2,2.0,1.0,1.0,1.0,4,4,9.0,36.0,4.0,1.0,0.2,0.8
REIMS AVIATION,CESSNA FA 150K,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT AVIATION,FALCON 2000,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAYTHEON CORPORATE JETS,400A,2.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
POHL,LANCAIR IV-P,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT,FALCON 900B,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
POLLACK,QUICKSILVER SPRINT2S,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DALIN RONALD K,T-51 MUSTANG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAHLSTROM - PIEL EMERAUDE,CP-30,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
POWELL,VANS RV-6A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
POWERS,BEDE BD-4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTISS-WRIGHT,SB2C-5,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTISS-WRIGHT,C-46F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTISS-WRIGHT,C-46A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,7-GCAA,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,7-GCB,2.0,0.0,1.0,1.0,1,1,8.0,8.0,1.0,1.0,0.25,0.75
PPHU EKOLOT,KR-030 TOPAZ,2.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
RAYTHEON AIRCRAFT COMPANY,B300,2.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,7ACA,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTISS WRIGHT,C-46F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTISS,C-46R,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CURTIS-WRIGHT,C-46F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RAYTHEON,BE-390,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,AERONCA 7CCM,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,AERONCA 7HC,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PREECE,VANS RV-6,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,AERONCA TL,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,BELLANCA 7GCAA,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT AVIATION,FALCON 100,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT-BREGUET,10,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,TR-182RG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAMPION,&GCBC,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,TU 206G,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REIMS,406,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,TU-206,2.0,1.0,0.0,0.0,3,3,1.0,3.0,0.0,1.0,0.0,1.0
REIF,AVID FLYER,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CONSOLIDATED VULTEE,BT13,2.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,TURBO CENTURION T210,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REEVES,AVID MARK IV,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,U206-C,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REED,BANDIT 1,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA,U206B,2.0,0.6,0.7,0.7,10,10,6.2,62.0,7.0,1.0,0.175,0.825
DAVISON,RV-7A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PITTS,S-1 (BARTOE/SKYOTE),2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REDDING DAVID,RV9A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA AIRCRAFT COMPANY,172RG,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVIS DONALD M,BUSHBY MUSTANG II,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVIS DANIEL T,COZY,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PITTS,S-2-B,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVIS,DK-1,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CESSNA ECTOR,305,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVIS,D1K,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVID LOWE,ULTRA-PUP,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DAVENPORT,LONG EZ,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT/SUD,FAN JET,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
CHAD LEWIS,KITFOX SUPER SPORT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PITTS,SPECIAL S2A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
DASSAULT-BREGUET,FALCON 20,2.0,0.0,1.0,1.0,2,2,8.0,16.0,2.0,1.0,0.25,0.75
DAY,SKYBOLT DB,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ZWICKER MURRAY R,GLASTAR,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,SENECA,2.0,1.0,0.0,0.0,2,2,1.0,2.0,0.0,1.0,0.0,1.0
HEADBURG,RV6,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER SIDDELEY,HS125,2.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
HAYCRAFT,SPORT HORNET,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAYES,DICKEY E-RACER,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAYES,LANCAIR 235,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAZELRIGE,VARIEZE,2.0,2.0,0.0,0.0,1,1,2.0,2.0,0.0,1.0,0.0,1.0
MD HELICOPTERS INC.,369FF,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MD HELICOPTERS INC,369FF,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HEAD BALLOONS INC,AX8-88,2.0,0.5,0.0,0.0,2,2,0.5,1.0,0.0,1.0,0.0,1.0
"HEAD BALLOONS, INC.",AX8-105,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCCLUNG,SEA HAWK,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HECKEL,SUPER SPORTSMAN,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HEGSTED,S16B,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MD HELICOPTER,369E,2.0,0.0,1.3333333333333333,1.3333333333333333,3,3,10.666666666666666,32.0,4.0,1.0,0.2857142857142857,0.7142857142857143
HELFER,FLIGHTSTAR II,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HELICOPTERES GUIMBAL,CABRI,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HELIO,250,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCNULTY,KITFOX IV 1200,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HELIO,H 295,2.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,1.0,0.0,1.0
HELIO,H-250,2.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,13,13,1.3846153846153846,18.0,2.0,1.0,0.0625,0.9375
HELIO,H-700-SP,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEEUWSEN GORDON,WAGABOND TRAVELER,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER SIDDELEY,HS-125-3A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEYERS,OTW 160,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEYERS,OTW,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEYERS,MAC 145,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HARVARD,MK IV/AT-6,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEYER GEOFFREY A,GOAT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HARWOOD KENNETH,LANCAIR 360A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HASCH,VANS RV6,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MEYER,77-1,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAUCK,MOFFRA P-13,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER,900XP,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MESTAS FELIX R,VELOCITY LWFG-E,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER,SEA FURY,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ZWART,KIT FOX VIXEN,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MESCHLER GARY R,RV-4,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MERWIN,KITFOX,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER BEECHCRAFT,C90GTX,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER BEECHCRAFT CORP,400A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MERIT AVIATION LLC,CCX-2000,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MERIAN RICHARD F,RV 8,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HAWKER BEECHCRAFT CORP.,65-B80,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MENZIES,GLASSAIR II,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HELIO,H391,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKINNIS,STEEN SKYBOLT,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKINNEY CHARLES R,SEAREY,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCDONNELL DOUGLAS,MD 10-10F,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCDONNELL DOUGLAS,H369,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCDONNELL DOUGLAS,F4C,2.0,0.0,7.0,7.0,1,1,56.0,56.0,7.0,1.0,0.4375,0.5625
HILLER,UH 12A,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
HILLER,UH-12,2.0,0.5,0.0,0.0,2,2,0.5,1.0,0.0,1.0,0.0,1.0
