Make,Model,per.Accident.Uninjured,per.A.Minor.Injuries,per.A.Serious.Injuries,per.Accident.Deaths,Aircraft.Accidents,Aircraft.Observations,per.Accident.Severity,Total.Severity,Total.Aircraft.Deaths,Accident.Rate,Mortality.Rate,Survival.Rate
MCCURRY,TAYLOR MONOPLANE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
STAUDACHER,S-1000,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THRUSH AIRCRAFT INC,S-2R,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MUXLOW,PITTS S-1C,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCCULLEY RONALD,W-8,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
SCHREDER,HP-18,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,PA28 - 160,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCCULLOUGH,J-2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,J3-F65,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
WACO,YPF-7,1.0,1.0,0.0,0.0,2,2,1.0,2.0,0.0,1.0,0.0,1.0
SCHREDER,HP-11A,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCCULLOCH,J2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WACO CLASSIC AIRCRAFT,YMF,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RHOADES,ROTORWAY EXEC 162F,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WACO CLASSIC AIRCRAFT CORP,2T-1A-2,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
"RHOADS, LARRY E",SOPWITH BABY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THRUSH,S2R,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RENNINGER,MUSTANG II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCDONNELL DOUGLAS HELI CO,369FF,1.0,0.25,0.375,0.375,8,8,3.25,26.0,3.0,1.0,0.1875,0.8125
PITCAIRN,PA 18,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKSILVER,2S,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TL ULTRALIGHT SRO,TL-3000 SIRIUS,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TL ULTRALIGHT SRO,STINGSPORT,1.0,0.0,0.6666666666666666,0.6666666666666666,6,6,5.333333333333333,32.0,4.0,1.0,0.2857142857142857,0.7142857142857143
STEELE,SAFARI,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKINLEY EAA,P-2 BIPLANE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MOYES BAILEY,MICROLITE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKIBBEN,GN-1 AIRCAMPER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKENZIE JOHN P,EUROPA XS,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERLICK,AVID COMMUTER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERKINS,VIKING DRAGONFLY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,RISE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKENNA GLEN R,ZENITH CH 701,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,QUICKIE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKENNA,SD-1A,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCKEEHAN JAMES F,ACRODUSTER II SA750,1.0,0.0,1.0,1.0,1,1,8.0,8.0,1.0,1.0,0.3333333333333333,0.6666666666666667
MCKEAN,VARIEZE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,PA28-236,1.0,0.0,0.6,0.6,5,5,4.8,24.0,3.0,1.0,0.2727272727272727,0.7272727272727273
MCINTOSH,STEEN SKYBOLT,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHUMACHER,SWEARINGEN SX-300,1.0,0.5,0.0,0.0,2,2,0.5,1.0,0.0,1.0,0.0,1.0
SHEETS,KITFOX II,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
STEELE,ACRO SPORT  II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCINROY,DER JAGER DIX,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VIGNEAU,RAF 2000 GTX,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCILRAITH,SEAREY AMPHIBIAN,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERKINS,DRAGONFLY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VIKING,DRAGON FLY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VIKING,DRAGONFLY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MRAZEK,RANS S-14,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCMICHAEL ELMER L,LANCAIR 360,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCMILLIN,FISHER 404,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
RENNICKE MIDGET MUSTA,MM1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VICKERS,SUPERMAINE LTD,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHWARZLER,KOLB MARK 3,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MOTLEY GARY W,ZENITH CH750 CRUZER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VERE EZE,LONG EZE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,E-2,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
VERNON,SONERAI IIL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,E2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MD HELICOPTER,369FF,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VERSTEEG,HELICYCLE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VERTICAL AVIATION TECHNOLOGIES,260L HUMMINGBIRD,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERTH AMBOY,BIRD BK,1.0,0.3333333333333333,0.0,0.0,3,3,0.3333333333333333,1.0,0.0,1.0,0.0,1.0
QUICKSILVER,GT-400 R503,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,J-2,1.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,J-3 -C65,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VESTAL,QUICKIE Q2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERRUCCI RANDALL J,REVOLUTION MINI-500,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERNER/PITTS,S1S,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VIC TATELMAN,BABY BELLE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VICARI,WAIEX,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCQUEN,GLASSAIR III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCPHERSON JOHN G,PIETENPOL AIRCAMPER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKSILVER,CHALLENGER II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,J-3-C,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
STEELE RALPH BRUCE,STEEN SKYBOLT,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VICKERS,SPITFIRE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TODD GOUDEAU,KR-2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TODD FOLEY,ZENITH 701,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TODD,KR-II,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
SHELDRICK JOHN H,RV-6,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHULZE,LANCAIR 360,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCHOLLAND,XPA-11,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VILLENEUVE,RV-3,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHULTZ,MINI 500,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PENNINGTON-EAA BIPLANE,P2P,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUESTAIRE,VENTURE,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
STEARMAN,N2S 3,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SHIREY DAVID A,FISHER CELEBRITY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REMOS AIRCRAFT GMBH FLUGZEUGBA,GX,1.0,0.0,1.0,1.0,2,2,8.0,16.0,2.0,1.0,0.3333333333333333,0.6666666666666667
VOLMER AIRCRAFT,AMPHIBIAN,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SHIRLAN DICKEY,E-RACER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PEKOLA JAMES W,RIDGE RUNNER III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCEWEN DICK,GLASAIR III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SOCATA,TB-21C,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VOLMER AIRCRAFT,VJ-22,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL,PIPISTREL SINUS 912,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TILLMAN,LONG EZ,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VORTEC,99,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MURAWSKI,PULSAR,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SHNIDERMAN ERVIN STANLEY,LONG-EZ,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MURCH,ROTEC RALLY 3,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MURDOCK,RAF 2000 GTX,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL,SINUS,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
TILBERT,BABY GREAT LAKES,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPISTREL,SINUS 912,1.0,0.25,0.0,0.0,4,4,0.25,1.0,0.0,1.0,0.0,1.0
STEARMAN,C3-R,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VULCANAIR,V1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TIERRA II,PANTHER 2 PLUS,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
STEARMAN,B75,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
SCHULKE,AVID MAGNUM,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SMITH ALBERT F,CHALLENGER TWO,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCGLASHAN,T-51 MUSTANG,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VOGT,KR2S,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VILLINE'S,BREEZY RLV-1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VINING JOHN K,SD-1 MINISPORT,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCHOLLAND,GLASTAR,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TL ULTRALIGHT,STINGSPORT,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERGERSON,HIGHLANDER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERFORMER,HIGH PERFORMER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,Q-2,1.0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,1.0,0.0,1.0
VIRGIL D. HAWKS,QUICKIE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PEREYRA,AVENTURA II,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
PIPER,PA28-200,1.0,0.0,1.0,1.0,2,2,8.0,16.0,2.0,1.0,0.3333333333333333,0.6666666666666667
PEREYRA,AVENTURA,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
MCGUIRE,RAF2000,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MULLINAX,KR-2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
VOLAIRCRAFT,10A,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCGLAUGHLIN RICHARD,SPORTSMAN GS2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
STOL,UC-1,1.0,0.0,1.5,1.5,2,2,12.0,24.0,3.0,1.0,0.375,0.625
SHERMAN CRAIG W,GLASAIR III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REINHART,GP-4,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
REINHOLD,REVOLUTION MINI 500,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PERES,5151,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,200,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MULHOLLAND,WITCHAWK,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
QUICKIE,2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
TITAN,TITAN TORNADO II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SMITH ALLEN,STORCH,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WAINSCOTT,SCAMP B,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THORP,T-18CW,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0
MCCLUNG,STARDUSTER SA-1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
STONE JAMES R,DAYTONA CUBS REPLICA,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT JUDD,SONERAI II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,P46T,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,ML-5,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT L. KENNEDY,AVID FLYER,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MA-7-235C,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
"STANLEY, DAVEY L",PULSAR III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SIAI-MARCHETTI,SM 1019,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M7-260,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THOMAS B MCGRATH,JA30 SUPERSTOL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,ASW22,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WEBER,GLASTAR,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M6,1.0,1.0,1.0,1.0,3,3,9.0,27.0,3.0,1.0,0.25,0.75
MAULE,M4-220,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M4-210C,1.0,0.0,0.5,0.5,4,4,4.0,16.0,2.0,1.0,0.25,0.75
PIPER,PA -18,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT R. CALLAHAN,EXEC 90,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M4-210,1.0,0.3333333333333333,0.0,0.0,3,3,0.3333333333333333,1.0,0.0,1.0,0.0,1.0
WEBER,PELICAN,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M-7-420AC,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WEBER,Q200,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,ASW19B,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,M-7,1.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,7,7,2.7142857142857144,19.0,2.0,1.0,0.14285714285714285,0.8571428571428572
THOMAS,ZENITH CH701,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT THIBODEAU,JR ACE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,PA -28-181,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT VAN SCOYOC,SONERIA IIL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,ASW15B,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MT 7-260,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,K-8B,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MCCLUNG,CHRISTIAN EAGLE I,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MT7,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAX A BOESIGER JR,PULSAR,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT ECKLEY,ROTORWAY,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,KA-6-CR,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SONERAI,IIL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,L-4H,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,K8B,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,L21,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT GRIFFITHS,KITFOX MOD II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT H. LOW,MUSTANG II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE AIR INC.,M-7-235,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MXT7,1.0,0.5,0.0,0.0,2,2,0.5,1.0,0.0,1.0,0.0,1.0
MAULE,MXT-7-180,1.0,0.2,0.2,0.2,5,5,1.8,9.0,1.0,1.0,0.125,0.875
MAULE,MXT-7-108A,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WEBB,WEBB 2,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MXT-180,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX7235,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX7-180,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
THOMAS D. PARKES,LANCAIR ES,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
NAVION,A,1.0,0.391304347826087,0.21739130434782608,0.21739130434782608,23,23,2.130434782608696,49.0,5.0,1.0,0.11904761904761904,0.8809523809523809
THOMAS CRAIG E,WITTMAN W-10,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX 7-180C,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX 7-180B,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL-BIELSKO,SZD-55-1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX 7-180,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MX 7,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
MAULE,MT7-235,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIPER,OA25-235,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT W. FERRELL,TITAN TORNADO II,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
ROBERT WOOD,THORP T18,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PDPS PZL-BIELSKO,SZD 55-1,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PIERSON,RV-6,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THOMAS,PITTS SPECIAL S1-SP,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
NAVION,NAVION F,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL-BIELSKO,JANTAR 2A,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
NAVY,N3N-3,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MATTSON,ZENITH 601XL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WELLS,PITTS S1S,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
MATTO,KR-2A MODIFIED,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THOMAS,PITTS S-1T,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SIEBEL,AURIGA,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THOCKER,VANS RV-4,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
PZL WARZAWA-OKECIE,104 WILGA 80,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WELLS TERRY,HULA GIRL,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,ASW-24,1.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0
ROBIDOUX LIONEL,WITTMAN W 10,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WENTE,KITFOX III,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SCHLEICHER,ASW-22,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
THIESSEN,RV-4,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WERNER,VARI-EZE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
SIEBER PAUL P,NIEUPORT 11,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WESSEL,VORTEX,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WEST,REVOLUTION MINI 500,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WEST-HECKMAN,BABY-ACE,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
WESTCOTT,GLASAIR I-FT,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0
